RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
2903,"LSB10091","3/7/2018","How Hard Should It Be To Bring a Class Action?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10091/LSB10091.pdf/","3","03/07/2018"
2904,"IF10777","3/7/2018","Maternal and Child Health (MCH) Services Block Grant","https://crsreports.congress.gov/product/pdf/download/IF/IF10777/IF10777.pdf/","5","11/17/2017"
2905,"LSB10092","3/7/2018","UPDATED: The Latest on the SEC's Consideration of the Proposed Acquisition of Chicago Stock Exchange","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10092/LSB10092.pdf/","4","03/07/2018"
2906,"IG10011","3/6/2018","The U.S. Individual Income Tax System, 2018","https://crsreports.congress.gov/product/pdf/download/IG/IG10011/IG10011.pdf/","2","03/06/2018"
2907,"LSB10090","3/5/2018","A Bar Bouncer Equivalent for Planes in Flight","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10090/LSB10090.pdf/","2","03/05/2018"
2908,"R45123","3/5/2018","Guns, Excise Taxes, Wildlife Restoration, and the National Firearms Act","https://crsreports.congress.gov/product/pdf/download/R/R45123/R45123.pdf/","3","03/05/2018"
2909,"R45142","3/5/2018","Information Warfare: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45142/R45142.pdf/","5","03/26/2018"
2910,"LSB10089","3/5/2018","Material Support for Terrorism Is Not Always an 'Act of International Terrorism,' Second Circuit Holds ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10089/LSB10089.pdf/","2","03/05/2018"
2911,"R42807","3/5/2018","Tax-Preferred College Savings Plans: An Introduction to 529 Plans","https://crsreports.congress.gov/product/pdf/download/R/R42807/R42807.pdf/","9","11/02/2012"
2912,"R44993","3/1/2018","Child and Dependent Care Tax Benefits: How They Work and Who Receives Them","https://crsreports.congress.gov/product/pdf/download/R/R44993/R44993.pdf/","6","10/26/2017"
2913,"LSB10087","3/1/2018","Sex Offenders and Supervised Release Revocation: Constitutional?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10087/LSB10087.pdf/","4","02/28/2018"
2914,"LSB10088","3/1/2018","So, Now Can Menachem Zivotofsky Get His Passport Reissued to Say 'Israel'?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10088/LSB10088.pdf/","4","02/28/2018"
2915,"R45124","3/1/2018","The Child Tax Credit: Legislative History","https://crsreports.congress.gov/product/pdf/download/R/R45124/R45124.pdf/","4","03/06/2018"
2916,"R45116","2/28/2018","Blockchain: Background and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R45116/R45116.pdf/","3","02/27/2018"
2917,"R45119","2/28/2018","EPA's Proposal to Repeal the Clean Power Plan: Benefits and Costs","https://crsreports.congress.gov/product/pdf/download/R/R45119/R45119.pdf/","3","02/28/2018"
2918,"IF10154","2/27/2018","Asian Infrastructure Investment Bank","https://crsreports.congress.gov/product/pdf/download/IF/IF10154/IF10154.pdf/","10","03/19/2015"
2919,"RS22483","2/26/2018","Health Care for Dependents and Survivors of Veterans","https://crsreports.congress.gov/product/pdf/download/RS/RS22483/RS22483.pdf/","17","08/01/2006"
2920,"IF10020","2/26/2018","Inland Waterways Trust Fund","https://crsreports.congress.gov/product/pdf/download/IF/IF10020/IF10020.pdf/","9","12/08/2014"
2921,"LSB10041","2/26/2018","Public Sector Union Dues: Grappling with Fixed Stars and Stare Decisis (Part II)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10041/LSB10041.pdf/","6","12/05/2017"
2922,"IF10643","2/26/2018","Unemployment Compensation (UC) and Family Leave","https://crsreports.congress.gov/product/pdf/download/IF/IF10643/IF10643.pdf/","5","04/28/2017"
2923,"RL34212","2/23/2018","Analysis of the Tax Exclusion for Canceled Mortgage Debt Income","https://crsreports.congress.gov/product/pdf/download/RL/RL34212/RL34212.pdf/","23","10/17/2007"
2924,"IF10657","2/23/2018","Budgetary Effects of the BCA as Amended: The 'Parity Principle'","https://crsreports.congress.gov/product/pdf/download/IF/IF10657/IF10657.pdf/","4","05/19/2017"
2925,"IF10837","2/23/2018","Financial Reform: Small Bank Holding Company Threshold","https://crsreports.congress.gov/product/pdf/download/IF/IF10837/IF10837.pdf/","3","02/26/2018"
2926,"IF10835","2/23/2018","NAFTA Motor Vehicle Talks Reopen Old Trade Debate","https://crsreports.congress.gov/product/pdf/download/IF/IF10835/IF10835.pdf/","4","02/23/2018"
2927,"R40480","2/22/2018","Budget Reconciliation Measures Enacted Into Law: 1980-2017","https://crsreports.congress.gov/product/pdf/download/R/R40480/R40480.pdf/","17","04/01/2009"
2928,"IF10833","2/22/2018","Dairy Provisions in the Bipartisan Budget Act (P.L. 115-123)","https://crsreports.congress.gov/product/pdf/download/IF/IF10833/IF10833.pdf/","3","02/22/2018"
2929,"IF10309","2/22/2018","Eurasian Economic Union","https://crsreports.congress.gov/product/pdf/download/IF/IF10309/IF10309.pdf/","8","10/22/2015"
2930,"R45115","2/22/2018","H.R. 4508, the PROSPER Act: Proposed Reauthorization of the Higher Education Act ","https://crsreports.congress.gov/product/pdf/download/R/R45115/R45115.pdf/","4","02/27/2018"
2931,"IF10782","2/21/2018","Arctic National Wildlife Refuge (ANWR) Provisions in P.L. 115-97, Tax Cuts and Jobs Act","https://crsreports.congress.gov/product/pdf/download/IF/IF10782/IF10782.pdf/","9","11/22/2017"
2932,"R45110","2/21/2018","Defense Science and Technology Funding","https://crsreports.congress.gov/product/pdf/download/R/R45110/R45110.pdf/","6","02/20/2018"
2933,"IF10832","2/21/2018","Federal and Indian Lands on the U.S.-Mexico Border","https://crsreports.congress.gov/product/pdf/download/IF/IF10832/IF10832.pdf/","2","02/21/2018"
2934,"LSB10085","2/21/2018","Pedal to the Metal: Commerce Recommends Revving Up Trade Measures on Steel and Aluminum","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10085/LSB10085.pdf/","4","02/22/2018"
2935,"LSB10081","2/21/2018","Russians Indicted for Online Election Trolling","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10081/LSB10081.pdf/","4","02/20/2018"
2936,"R42135","2/21/2018","U.S. Manufacturing in International Perspective","https://crsreports.congress.gov/product/pdf/download/R/R42135/R42135.pdf/","29","01/06/2012"
2937,"RL34627","2/21/2018","Veterans' Benefits: The Vocational Rehabilitation and Employment Program","https://crsreports.congress.gov/product/pdf/download/RL/RL34627/RL34627.pdf/","19","08/21/2008"
2938,"R45112","2/21/2018","Welfare Reform: Work Status of Single Mothers, In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45112/R45112.pdf/","3","02/22/2018"
2939,"RL31618","2/20/2018","Campus-Based Student Financial Aid Programs Under the Higher Education Act","https://crsreports.congress.gov/product/pdf/download/RL/RL31618/RL31618.pdf/","40","02/11/2005"
2940,"R45107","2/20/2018","Joint Select Committee on Solvency of Multiemployer Pension Plans: Structure, Procedures, and CRS Experts","https://crsreports.congress.gov/product/pdf/download/R/R45107/R45107.pdf/","4","02/20/2018"
2941,"IF10829","2/16/2018","Agriculture Funding in the Bipartisan Budget Act of 2018 ","https://crsreports.congress.gov/product/pdf/download/IF/IF10829/IF10829.pdf/","2","02/16/2018"
2942,"IF10312","2/16/2018","How Many People Experience Homelessness?","https://crsreports.congress.gov/product/pdf/download/IF/IF10312/IF10312.pdf/","6","10/28/2015"
2943,"R41425","2/15/2018","Commemorative Commissions: Overview, Structure, and Funding","https://crsreports.congress.gov/product/pdf/download/R/R41425/R41425.pdf/","17","09/23/2010"
2944,"R45104","2/15/2018","Guide to Committee Activity Reports: Purpose, Rules, and Contents","https://crsreports.congress.gov/product/pdf/download/R/R45104/R45104.pdf/","4","02/16/2018"
2945,"LSB10076","2/15/2018","HPSCI Memorandum Sparks Debate over FISA Application Requirements","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10076/LSB10076.pdf/","3","02/14/2018"
2946,"RL30638","2/15/2018","Tax-Exempt Bonds: A Description of State and Local Government Debt","https://crsreports.congress.gov/product/pdf/download/RL/RL30638/RL30638.pdf/","17","10/22/2004"
2947,"TE10025","2/14/2018","Beyond Bitcoin: Emerging Applications for Blockchain Technology","https://crsreports.congress.gov/product/pdf/download/TE/TE10025/TE10025.pdf/","2","02/14/2018"
2948,"IF10808","2/14/2018","Burma's Peace Process: Narrowing Opportunities in 2018","https://crsreports.congress.gov/product/pdf/download/IF/IF10808/IF10808.pdf/","4","01/17/2018"
2949,"RS22753","2/14/2018","Child Support Enforcement Annual User Fee: In Brief","https://crsreports.congress.gov/product/pdf/download/RS/RS22753/RS22753.pdf/","20","11/05/2007"
2950,"R45103","2/14/2018","Hunting and Fishing on Federal Lands and Waters: Overview and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45103/R45103.pdf/","4","02/14/2018"
2951,"R45105","2/14/2018","Potential Options for Electric Power Resiliency in the U.S. Virgin Islands","https://crsreports.congress.gov/product/pdf/download/R/R45105/R45105.pdf/","3","02/16/2018"
2952,"LSB10077","2/14/2018","The Half Trillion Dollar Ruling: Latest Dodd-Frank Case Narrows 'Skin-in-the-Game' Rule","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10077/LSB10077.pdf/","2","02/14/2018"
2953,"R45102","2/13/2018","Diversity Immigrants' Regions and Countries of Origin: Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R45102/R45102.pdf/","4","02/14/2018"
2954,"R44294","2/13/2018","Ecuador: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44294/R44294.pdf/","11","12/03/2015"
2955,"R43587","2/13/2018","The Veterans Health Administration and Medical Education: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R43587/R43587.pdf/","12","06/09/2014"
2956,"LSB10074","2/12/2018","D.C. Circuit Upholds as Constitutional the Structure of the CFPB - Part II","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10074/LSB10074.pdf/","4","02/12/2018"
2957,"LSB10073","2/12/2018","D.C. Circuit Upholds as Constitutional the Structure of the CFPB-Part I","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10073/LSB10073.pdf/","3","02/12/2018"
2958,"R45052","2/12/2018","Financial Stability Oversight Council (FSOC): Structure and Activities","https://crsreports.congress.gov/product/pdf/download/R/R45052/R45052.pdf/","51","12/22/2017"
2959,"R45098","2/12/2018","U.S. Army Weapons-Related Directed Energy (DE) Programs: Background and Potential Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45098/R45098.pdf/","5","02/07/2018"
2960,"IF10827","2/12/2018","U.S. Relations with Burma: Key Issues in 2018","https://crsreports.congress.gov/product/pdf/download/IF/IF10827/IF10827.pdf/","3","02/12/2018"
2961,"LSB10075","2/12/2018","Would It Violate Equal Protection to Prohibit Naturalized 'Dreamers' from Sponsoring Their Parents for Immigrant Visas? ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10075/LSB10075.pdf/","2","02/12/2018"
2962,"LSB10078","2/9/2018","Association Health Plans: Some Key Aspects of the Labor Department's Proposed Rule","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10078/LSB10078.pdf/","3","02/16/2018"
2963,"R43609","2/9/2018","Enforcement of the Food, Drug, and Cosmetic Act: Select Legal Issues","https://crsreports.congress.gov/product/pdf/download/R/R43609/R43609.pdf/","10","06/19/2014"
2964,"IN10858","2/9/2018","Family First Prevention Services Act (FFPSA)","https://crsreports.congress.gov/product/pdf/download/IN/IN10858/IN10858.pdf/","4","02/09/2018"
2965,"IF10826","2/9/2018","Farm Bill Primer: Support for Veteran Farmers and Ranchers","https://crsreports.congress.gov/product/pdf/download/IF/IF10826/IF10826.pdf/","4","02/09/2018"
2966,"IF10723","2/9/2018","P.L. 115-97, the 2017 Tax Revision, and Small Business Taxation","https://crsreports.congress.gov/product/pdf/download/IF/IF10723/IF10723.pdf/","7","09/06/2017"
2967,"R43145","2/9/2018","U.S. Family-Based Immigration Policy","https://crsreports.congress.gov/product/pdf/download/R/R43145/R43145.pdf/","12","07/12/2013"
2968,"IF10825","2/8/2018","Digital Currencies: Sanctions Evasion Risks","https://crsreports.congress.gov/product/pdf/download/IF/IF10825/IF10825.pdf/","3","02/08/2018"
2969,"LSB10067","2/7/2018","Addressing Sexual Harassment by Modifying the Congressional Accountability Act of 1995: A Look at Key Provisions in H.R. 4924","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10067/LSB10067.pdf/","13","01/29/2018"
2970,"IF10824","2/7/2018","Financial Innovation: 'Cryptocurrencies'","https://crsreports.congress.gov/product/pdf/download/IF/IF10824/IF10824.pdf/","3","02/08/2018"
2971,"LSB10072","2/6/2018","Criminal Prohibitions on Disclosing the Identities of Covert Intelligence Assets","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10072/LSB10072.pdf/","2","02/06/2018"
2972,"IF10641","2/6/2018","Farm Bill Primer: Federal Programs Supporting New Farmers","https://crsreports.congress.gov/product/pdf/download/IF/IF10641/IF10641.pdf/","3","04/27/2017"
2973,"IF10820","2/6/2018","Social Security Benefits and Unauthorized Alien Workers","https://crsreports.congress.gov/product/pdf/download/IF/IF10820/IF10820.pdf/","3","02/06/2018"
2974,"TE10024","2/6/2018","Terrible, No Good, Very Bad Ways of Funding Government: Exploring the Cost to Taxpayers of Spending Uncertainty Caused by Governing Through Continuing Resolutions, Giant Omnibus Spending Bills, and Shutdown Crises","https://crsreports.congress.gov/product/pdf/download/TE/TE10024/TE10024.pdf/","2","02/07/2018"
2975,"R45092","2/6/2018","The 2017 Tax Revision (P.L. 115-97): Comparison to 2017 Tax Law","https://crsreports.congress.gov/product/pdf/download/R/R45092/R45092.pdf/","6","02/06/2018"
2976,"98-381","2/5/2018","Instructing House Conferees","https://crsreports.congress.gov/product/pdf/download/RS/98-381/98-381.pdf/","11","10/20/2004"
2977,"R44272","2/5/2018","Nutrition Labeling of Restaurant Menu and Vending Machine Items","https://crsreports.congress.gov/product/pdf/download/R/R44272/R44272.pdf/","7","11/17/2015"
2978,"IF10821","2/5/2018","Price-Anderson Act: Nuclear Power Industry Liability Limits and Compensation to the Public After Radioactive Releases","https://crsreports.congress.gov/product/pdf/download/IF/IF10821/IF10821.pdf/","4","02/06/2018"
2979,"R45349","2/5/2018","The 2018 National Defense Strategy: Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R45349/R45349.pdf/","2","10/23/2018"
2980,"IF10819","2/2/2018","Domestic Solar Manufacturing and New U.S. Tariffs","https://crsreports.congress.gov/product/pdf/download/IF/IF10819/IF10819.pdf/","2","02/02/2018"
2981,"IN10753","2/2/2018","Trespassing: The Leading Cause of Rail-Related Fatalities","https://crsreports.congress.gov/product/pdf/download/IN/IN10753/IN10753.pdf/","5","08/15/2017"
2982,"R45086","2/1/2018","Evolving Assessments of Human and Natural Contributions to Climate Change","https://crsreports.congress.gov/product/pdf/download/R/R45086/R45086.pdf/","9","02/01/2018"
2983,"R45091","2/1/2018","U.S. Security Assistance and Security Cooperation Programs: Overview of Funding Trends","https://crsreports.congress.gov/product/pdf/download/R/R45091/R45091.pdf/","3","02/06/2018"
2984,"LSB10069","1/31/2018","Clean Water Rule Challenges Must Begin in Federal District Courts, Supreme Court Holds","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10069/LSB10069.pdf/","3","01/31/2018"
2985,"IF10556","1/31/2018","Elementary and Secondary Education Act: Overview of Title I-A Academic Accountability Provisions","https://crsreports.congress.gov/product/pdf/download/IF/IF10556/IF10556.pdf/","3","12/16/2016"
2986,"R44028","1/31/2018","The Railroad Rehabilitation and Improvement Financing (RRIF) Program","https://crsreports.congress.gov/product/pdf/download/R/R44028/R44028.pdf/","7","05/13/2015"
2987,"RL33975","1/30/2018","Vulnerable Youth: Background and Policies","https://crsreports.congress.gov/product/pdf/download/RL/RL33975/RL33975.pdf/","28","04/24/2007"
2988,"R45005","1/30/2018","Wildfire Management Funding: Background, Issues, and FY2018 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R45005/R45005.pdf/","8","11/01/2017"
2989,"R44247","1/29/2018","A Survey of House and Senate Committee Rules on Subpoenas","https://crsreports.congress.gov/product/pdf/download/R/R44247/R44247.pdf/","8","10/27/2015"
2990,"R42486","1/29/2018","Appropriations for the Bureau of Prisons (BOP): In Brief","https://crsreports.congress.gov/product/pdf/download/R/R42486/R42486.pdf/","12","04/18/2012"
2991,"IF10818","1/29/2018","Financial Reform: Savings Associations or 'Thrifts'","https://crsreports.congress.gov/product/pdf/download/IF/IF10818/IF10818.pdf/","2","01/29/2018"
2992,"IF10526","1/26/2018","AT&T-Time Warner Merger Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10526/IF10526.pdf/","6","12/05/2016"
2993,"LSB10065","1/26/2018","Shining a Light on the Solar Trade: Investigation Leads to Tariffs on Solar Energy-Related Imports (Part I)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10065/LSB10065.pdf/","5","01/26/2018"
2994,"LSB10066","1/26/2018","Shining a Light on the Solar Trade: Investigation Leads to Tariffs on Solar Energy-Related Imports (Part II)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10066/LSB10066.pdf/","3","01/26/2018"
2995,"IF10591","1/26/2018","Taxes and Fees Enacted as Part of the Affordable Care Act","https://crsreports.congress.gov/product/pdf/download/IF/IF10591/IF10591.pdf/","13","02/07/2017"
2996,"R45050","1/26/2018","Vessel Incidental Discharge Legislation in the 115th Congress: Background and Issues","https://crsreports.congress.gov/product/pdf/download/R/R45050/R45050.pdf/","9","12/21/2017"
2997,"R42770","1/25/2018","Community Development Financial Institutions (CDFI) Fund: Programs and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R42770/R42770.pdf/","21","10/04/2012"
2998,"R44888","1/25/2018","Federal Research and Development Funding: FY2018","https://crsreports.congress.gov/product/pdf/download/R/R44888/R44888.pdf/","23","07/11/2017"
2999,"LSB10068","1/24/2018","Amateur Strip-Club Arrests: Probable Cause & Qualified Immunity","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10068/LSB10068.pdf/","2","01/30/2018"
3000,"R41800","1/24/2018","DNA Testing in Criminal Justice: Background, Current Law, and Grants","https://crsreports.congress.gov/product/pdf/download/R/R41800/R41800.pdf/","19","05/03/2011"
3001,"R44615","1/24/2018","EPA's Methane Regulations: Legal Overview","https://crsreports.congress.gov/product/pdf/download/R/R44615/R44615.pdf/","7","09/07/2016"
3002,"R45082","1/24/2018","Security of Air Cargo Shipments, Operations, and Facilities","https://crsreports.congress.gov/product/pdf/download/R/R45082/R45082.pdf/","3","01/24/2018"
3003,"R45019","1/23/2018","21st Century Flood Reform Act (H.R. 2874): Reforming the National Flood Insurance Program","https://crsreports.congress.gov/product/pdf/download/R/R45019/R45019.pdf/","9","11/14/2017"
3004,"RL32872","1/23/2018","Community Services Block Grants (CSBG): Background and Funding","https://crsreports.congress.gov/product/pdf/download/RL/RL32872/RL32872.pdf/","103","04/20/2005"
3005,"R45068","1/19/2018","Acquisition Reform in the FY2016-FY2018 National Defense Authorization Acts (NDAAs)","https://crsreports.congress.gov/product/pdf/download/R/R45068/R45068.pdf/","8","01/04/2018"
3006,"IF10815","1/19/2018","Disney-Fox Transaction","https://crsreports.congress.gov/product/pdf/download/IF/IF10815/IF10815.pdf/","3","01/19/2018"
3007,"TE10023","1/18/2018","America's Water Resources Infrastructure: Approaches to Enhanced Project Delivery","https://crsreports.congress.gov/product/pdf/download/TE/TE10023/TE10023.pdf/","3","01/23/2018"
3008,"IF10812","1/18/2018","Financial Reform: Custody Banks and the Supplementary Leverage Ratio ","https://crsreports.congress.gov/product/pdf/download/IF/IF10812/IF10812.pdf/","2","01/18/2018"
3009,"LSB10062","1/18/2018","NLRB Rejects Former Standards Following Appointment of New Members","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10062/LSB10062.pdf/","3","01/18/2018"
3010,"IF10811","1/18/2018","Standards of Identity for Foods and Plant-Based Food Products","https://crsreports.congress.gov/product/pdf/download/IF/IF10811/IF10811.pdf/","2","01/18/2018"
3011,"R44989","1/17/2018","Comparison of the Bills to Extend State Children's Health Insurance Program (CHIP) Funding","https://crsreports.congress.gov/product/pdf/download/R/R44989/R44989.pdf/","10","10/23/2017"
3012,"IF10816","1/17/2018","Emergency Alerting-False Alarm in Hawaii","https://crsreports.congress.gov/product/pdf/download/IF/IF10816/IF10816.pdf/","3","01/19/2018"
3013,"R44459","1/17/2018","Highway Bridge Conditions: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44459/R44459.pdf/","8","04/14/2016"
3014,"LSB10060","1/16/2018","House Judiciary to Mark Up H.R. 4170, the Disclosing Foreign Influence Act","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10060/LSB10060.pdf/","2","01/16/2018"
3015,"LSB10059","1/16/2018","Marbury v. Madison Returns! The Supreme Court Considers the Scope of 'Judicial' Power","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10059/LSB10059.pdf/","3","01/16/2018"
3016,"R44476","1/16/2018","Respirable Crystalline Silica in the Workplace: New Occupational Safety and Health Administration (OSHA) Standards","https://crsreports.congress.gov/product/pdf/download/R/R44476/R44476.pdf/","9","04/22/2016"
3017,"IF10307","1/12/2018","A U.S.-China Bilateral Investment Treaty (BIT): Issues and Implications","https://crsreports.congress.gov/product/pdf/download/IF/IF10307/IF10307.pdf/","9","10/20/2015"
3018,"R45077","1/12/2018","Animal Drug User Fee Programs","https://crsreports.congress.gov/product/pdf/download/R/R45077/R45077.pdf/","3","01/12/2018"
3019,"LSB10058","1/12/2018","The Logan Act: An Overview of a Sometimes Forgotten 18th Century Law","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10058/LSB10058.pdf/","3","01/12/2018"
3020,"R45076","1/12/2018","Trends in Bank Secrecy Act/Anti-Money Laundering Enforcement","https://crsreports.congress.gov/product/pdf/download/R/R45076/R45076.pdf/","3","01/12/2018"
3021,"IF10806","1/11/2018","Bureau of Reclamation Project Authorization and Financing","https://crsreports.congress.gov/product/pdf/download/IF/IF10806/IF10806.pdf/","2","01/11/2018"
3022,"IF10805","1/11/2018","Countering America's Adversaries Through Sanctions Act (CAATS Act) Deadlines, Time Frames, and Start Dates","https://crsreports.congress.gov/product/pdf/download/IF/IF10805/IF10805.pdf/","3","01/11/2018"
3023,"R45078","1/11/2018","Expulsion of Members of Congress: Legal Authority and Historical Practice","https://crsreports.congress.gov/product/pdf/download/R/R45078/R45078.pdf/","4","01/12/2018"
3024,"R45074","1/11/2018","Mandatory Minimum Sentencing of Federal Drug Offenses","https://crsreports.congress.gov/product/pdf/download/R/R45074/R45074.pdf/","6","01/11/2018"
3025,"R45075","1/11/2018","Mandatory Minimum Sentencing of Federal Drug Offenses in Short","https://crsreports.congress.gov/product/pdf/download/R/R45075/R45075.pdf/","3","01/11/2018"
3026,"R42959","1/11/2018","Recent Changes in the Estate and Gift Tax Provisions","https://crsreports.congress.gov/product/pdf/download/R/R42959/R42959.pdf/","8","02/15/2013"
3027,"IF10446","1/11/2018","Regulating Lead in Drinking Water: Issues and Developments","https://crsreports.congress.gov/product/pdf/download/IF/IF10446/IF10446.pdf/","4","08/09/2016"
3028,"IF10561","1/11/2018","Terrorism in Europe","https://crsreports.congress.gov/product/pdf/download/IF/IF10561/IF10561.pdf/","5","12/21/2016"
3029,"LSB10036","1/11/2018","UPDATE: Who's the Boss at the CFPB?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10036/LSB10036.pdf/","3","11/29/2017"
3030,"LSB10054","1/10/2018","Attorney General's Memorandum on Federal Marijuana Enforcement: Possible Impacts","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10054/LSB10054.pdf/","6","01/11/2018"
3031,"IF10804","1/10/2018","Financial Reform: Muni Bonds and the LCR","https://crsreports.congress.gov/product/pdf/download/IF/IF10804/IF10804.pdf/","2","01/10/2018"
3032,"R45072","1/10/2018","Venezuela's Economic Crisis: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45072/R45072.pdf/","4","01/10/2018"
3033,"TE10022","1/10/2018","Water Infrastructure Needs and Challenges","https://crsreports.congress.gov/product/pdf/download/TE/TE10022/TE10022.pdf/","2","01/10/2018"
3034,"RL33872","1/9/2018","Arctic National Wildlife Refuge (ANWR): An Overview","https://crsreports.congress.gov/product/pdf/download/RL/RL33872/RL33872.pdf/","27","02/09/2007"
3035,"RL31943","1/9/2018","Budget Enforcement Procedures: The Senate Pay-As-You-Go (PAYGO) Rule","https://crsreports.congress.gov/product/pdf/download/RL/RL31943/RL31943.pdf/","15","06/02/2003"
3036,"IF10632","1/9/2018","Key Issues in Tax Reform: Dynamic Scoring","https://crsreports.congress.gov/product/pdf/download/IF/IF10632/IF10632.pdf/","7","04/11/2017"
3037,"IF10802","1/9/2018","Spotlight on Public Corruption in Latin America","https://crsreports.congress.gov/product/pdf/download/IF/IF10802/IF10802.pdf/","2","01/09/2018"
3038,"LSB10053","1/9/2018","Supreme Court to Hear Voter Roll Case: What Are the Implications?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10053/LSB10053.pdf/","2","01/09/2018"
3039,"LSB10050","1/8/2018","Congress Considers Reform to Queries of FISA Information as Reauthorization Deadline Approaches","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10050/LSB10050.pdf/","6","01/08/2018"
3040,"IF10801","1/8/2018","Possible Additional Sanctions on Iran","https://crsreports.congress.gov/product/pdf/download/IF/IF10801/IF10801.pdf/","2","01/08/2018"
3041,"R45069","1/5/2018","Drug Compounding: FDA Authority and Possible Issues for Congress ","https://crsreports.congress.gov/product/pdf/download/R/R45069/R45069.pdf/","3","01/05/2018"
3042,"LSB10016","1/4/2018","EPA Proposes to Repeal the Clean Power Plan","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10016/LSB10016.pdf/","6","10/20/2017"
3043,"R43458","1/2/2018","Child Welfare: An Overview of Federal Programs and Their Current Funding","https://crsreports.congress.gov/product/pdf/download/R/R43458/R43458.pdf/","28","04/01/2014"
3044,"IF10800","12/29/2017","Agricultural Trade Balances Under NAFTA","https://crsreports.congress.gov/product/pdf/download/IF/IF10800/IF10800.pdf/","2","12/29/2017"
3045,"R45053","12/26/2017","The Federal Tax System for the 2017 Tax Year","https://crsreports.congress.gov/product/pdf/download/R/R45053/R45053.pdf/","4","12/27/2017"
3046,"IF10796","12/22/2017","Comparing Key Elements of H.R. 1 to 2017 Tax Law","https://crsreports.congress.gov/product/pdf/download/IF/IF10796/IF10796.pdf/","2","12/22/2017"
3047,"R45051","12/21/2017","Tailoring Bank Regulations: Differences in Bank Size, Activities, and Capital Levels","https://crsreports.congress.gov/product/pdf/download/R/R45051/R45051.pdf/","4","12/21/2017"
3048,"R45048","12/19/2017","Basic Concepts and Technical Considerations in Educational Assessment: A Primer","https://crsreports.congress.gov/product/pdf/download/R/R45048/R45048.pdf/","4","12/21/2017"
3049,"R45049","12/19/2017","Educational Assessment and the Elementary and Secondary Education Act","https://crsreports.congress.gov/product/pdf/download/R/R45049/R45049.pdf/","4","12/21/2017"
3050,"R44341","12/19/2017","EPA's Clean Power Plan for Existing Power Plants: Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R44341/R44341.pdf/","24","01/13/2016"
3051,"IF10792","12/19/2017","Tax Cuts and Jobs Act (H.R. 1): Conference Agreement","https://crsreports.congress.gov/product/pdf/download/IF/IF10792/IF10792.pdf/","2","12/19/2017"
3052,"IF10793","12/19/2017","The Child Tax Credit and the Conference Report to H.R. 1","https://crsreports.congress.gov/product/pdf/download/IF/IF10793/IF10793.pdf/","3","12/19/2017"
3053,"IN10021","12/19/2017","The Deduction for Out-of-Pocket Teacher Expenses","https://crsreports.congress.gov/product/pdf/download/IN/IN10021/IN10021.pdf/","7","04/18/2014"
